page,line_num,text,fontname,size,x0,x1,y0,y1
214,3,"1  26932091  Regional  0,9135585 3  FALSE  TRUE Sales  03 Manager ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,595.9,633.8199999999999
214,4,"2  28867567  Regional  0,8628078 1  TRUE  TRUE Sales  401 Manager ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,549.07,586.99
214,5,"3  12059198  Regional  0,8436546 2  FALSE  TRUE Sales  087 Manager ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,502.27,540.1899999999999
214,6,"4  18368613  Regional  0,8355645 4  TRUE  FALSE Sales  984 Manager ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,455.47,493.39
214,7,"5  23917826  Regional  0,8340500 5  FALSE  TRUE Sales  742 Manager ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,408.65000000000003,446.59
214,8,"1  26932091  Spare part  0,8606192 5  FALSE  TRUE Admin  668 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,375.29,399.77
214,9,"2  22861181  Spare part  0,8554830 3  FALSE  FALSE Admin  7 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,341.93,366.40999999999997
214,10,"3  16378091  Spare part  0,8486716 1  FALSE  TRUE Admin  747 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,308.57,333.04999999999995
214,11,"4  23917826  Spare part  0,8374442 4  FALSE  TRUE Admin  756 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,275.21000000000004,299.69
214,12,"Spare part  0,83642155  37764298  2  FALSE  TRUE Admin  493 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,241.94,266.45
214,13,"0,92862521  28772892  Teachers  4  TRUE  TRUE 558 ",BCDEEE+Calibri,11.039999999999992,119.06,485.35504000000003,208.58,233.06
214,14,"0,90541982  15850434  Teachers  2  TRUE  TRUE 861 ",BCDEEE+Calibri,11.039999999999992,119.06,485.35504000000003,175.22,199.7
214,15,"3  54100393  Teachers  0,9002476 5  TRUE  TRUE 335 ",BCDEEE+Calibri,11.039999999999992,119.06,485.35504000000003,141.86,166.34
214,16,"4  37220856  Teachers  0,8955650 3  FALSE  TRUE 21 ",BCDEEE+Calibri,11.039999999999992,119.06,485.35504000000003,108.5,132.98
214,17,199 ,BCDEEE+Calibri,9.959999999999994,304.27,321.76096,68.31,78.27
215,1,"5  96547039  Teachers  0,8829045 1  TRUE  TRUE 147 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,729.7,754.18
215,2,"1  26932091  Unmanag 0,9265301 1  TRUE  TRUE ed  426 Merchant Engagem ent Senior Associate, BPO  Field Sales ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,615.82,720.8199999999999
215,3,"2  11289482  Unmanag 0,8595816 2  TRUE  FALSE ed  135 Merchant Engagem ent Senior Associate, BPO  Field Sales ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,501.79,606.9399999999999
215,4,"Unmanag 0,83743213  16877897  5  FALSE  FALSE ed  014 Merchant Engagem ent Senior Associate, BPO  Field Sales ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,387.89,493.03
215,5,"4  30862904  Unmanag 0,8252724 4  FALSE  FALSE ed  558 Merchant Engagem ent Senior Associate, BPO  Field Sales ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,274.01,379.01
215,6,"5  12938389  Unmanag 0,8237882 3  FALSE  FALSE ed  972 Merchant Engagem ent Senior Associate, BPO  Field Sales ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,159.98000000000002,265.13
215,7,200 ,BCDEEE+Calibri,9.959999999999994,304.27,321.76096,68.31,78.27
216,1, C.3 Tanpa Bobot - Word2Vec dan Improved Sqrt-Cosine Similarity ,BCDOEE+Arial-BoldMT,14.039999999999964,113.42,495.75304,739.99,754.5916
216,2,Rank  Resume ID  Position  Similarity  Rank  Relevance  Seniority Score  Expert ,BCDLEE+Calibri-BoldItalic,11.039999999999964,119.06,502.03504000000004,706.66,731.14
216,3,"1  26932091  Business  0,9526863 2  TRUE  FALSE Developm 545 ent Executive ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,646.42,697.78
216,4,"2  10464113  Business  0,9469295 5  FALSE  TRUE Developm 215 ent Executive ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,586.15,637.54
216,5,"3  27715131  Business  0,9431682 4  TRUE  FALSE Developm 632 ent Executive ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,525.91,577.27
216,6,"Business  0,94312534  91467795  1  TRUE  TRUE Developm 452 ent Executive ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,465.79,517.15
216,7,"5  17132168  Business  0,9415056 3  TRUE  TRUE Developm 337 ent Executive ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,405.53000000000003,456.90999999999997
216,8,"1  26932091  CLUB  0,9499713 1  TRUE  TRUE GENERAL  215 MANAGE R ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,345.29,396.65
216,9,"2  10464113  CLUB  0,9470196 5  FALSE  FALSE GENERAL  187 MANAGE R ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,285.05,336.40999999999997
216,10,"CLUB  0,94652613  13411858  4  FALSE  TRUE GENERAL  069 MANAGE R ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,224.9,276.28999999999996
216,11,"4  27715131  CLUB  0,9463747 3  FALSE  TRUE GENERAL  964 MANAGE R ",BCDEEE+Calibri,11.039999999999992,119.06,485.35504000000003,164.66,216.02
216,12,"5  12938389  CLUB  0,9449584 2  FALSE  TRUE GENERAL  126 MANAGE R ",BCDEEE+Calibri,11.039999999999992,119.06,485.35504000000003,104.42,155.78
216,13,201 ,BCDEEE+Calibri,9.959999999999994,304.27,321.76096,68.31,78.27
217,1,"1  39027764  Construct 0,9464103 4  TRUE  FALSE ion  571 Superviso r ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,702.82,754.18
217,2,"2  27246366  Construct 0,9418411 2  TRUE  TRUE ion  329 Superviso r ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,642.7,693.9399999999999
217,3,"3  12839152  Construct 0,9405705 1  TRUE  TRUE ion  386 Superviso r ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,582.4300000000001,633.8199999999999
217,4,"4  26932091  Construct 0,9388270 5  FALSE  TRUE ion  484 Superviso r ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,522.19,573.55
217,5,"5  10176013  Construct 0,9355313 3  TRUE  TRUE ion  332 Superviso r ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,461.95,513.31
217,6,"1  22861181  Creative  0,9488284 2  FALSE  TRUE Director  /  06 Manager ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,415.13,453.07
217,7,"Creative  0,94764422  13115648  5  FALSE  FALSE Director  /  985 Manager ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,368.45,406.36999999999995
217,8,"3  815088 Creative  0,9465295 1  TRUE  TRUE 60  Director  /  591 Manager ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,321.65000000000003,359.57
217,9,"4  16899268  Creative  0,9464348 3  FALSE  TRUE Director  /  445 Manager ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,274.85,312.77
217,10,"5  26932091  Creative  0,9457878 4  FALSE  TRUE Director  /  553 Manager ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,228.02,265.96999999999997
217,11,"1  18905648  Digital  0,9541787 1  TRUE  TRUE and Social  533 Media Executive ",BCDEEE+Calibri,11.039999999999992,119.06,485.35504000000003,167.78,219.14000000000001
217,12,"2  70750649  Digital  0,9476443 3  TRUE  FALSE and Social  214 Media Executive ",BCDEEE+Calibri,11.039999999999992,119.06,488.11504,107.66,158.9
217,13,202 ,BCDEEE+Calibri,9.959999999999994,304.27,321.76096,68.31,78.27
218,1,"3  18354623  Digital  0,9467136 2  TRUE  FALSE and Social  247 Media Executive ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,702.82,754.18
218,2,"4  34712719  Digital  0,9436558 5  FALSE  TRUE and Social  5 Media Executive ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,642.7,693.9399999999999
218,3,"5  14304010  Digital  0,9412760 4  TRUE  TRUE and Social  663 Media Executive ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,582.4300000000001,633.8199999999999
218,4,"1  26932091  Digital  0,9548594 4  FALSE  FALSE Banking  827 Officer ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,535.63,573.55
218,5,"2  18905648  Digital  0,9489372 2  FALSE  FALSE Banking  807 Officer ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,488.83,526.75
218,6,"3  13352113  Digital  0,9462483 3  FALSE  TRUE Banking  878 Officer ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,442.03000000000003,479.95
218,7,"4  10464113  Digital  0,9460302 5  FALSE  TRUE Banking  848 Officer ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,395.21000000000004,433.15
218,8,"5  15423153  Digital  0,9442921 1  FALSE  TRUE Banking  952 Officer ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,348.53000000000003,386.33
218,9,"1  35579812  Executive  0,9570838 5  FALSE  TRUE Chef  092 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,315.17,339.65
218,10,"2  29775391  Executive  0,9524580 2  TRUE  TRUE Chef  434 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,281.81,306.28999999999996
218,11,"3  10276858  Executive  0,9479883 4  TRUE  FALSE Chef  343 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,248.42000000000002,272.92999999999995
218,12,"4  16924102  Executive  0,9479701 3  TRUE  TRUE Chef  332 ",BCDEEE+Calibri,11.039999999999992,119.06,485.35504000000003,215.06,239.54
218,13,"5  65373280  Executive  0,9462183 1  TRUE  TRUE Chef  423 ",BCDEEE+Calibri,11.039999999999992,119.06,485.35504000000003,181.70000000000002,206.18
218,14,"1  20393721  Finance  0,9511945 3  FALSE  TRUE Executive  992 / Accounta nt ",BCDEEE+Calibri,11.039999999999992,119.06,485.35504000000003,108.02,172.82
218,15,203 ,BCDEEE+Calibri,9.959999999999994,304.27,321.76096,68.31,78.27
219,1,"2  70541112  Finance  0,9456473 1  TRUE  TRUE Executive  07 / Accounta nt ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,689.38,754.18
219,2,"Finance  0,94469613  25846894  2  TRUE  TRUE Executive  732 / Accounta nt ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,615.82,680.62
219,3,"4  19446337  Finance  0,9443189 4  FALSE  TRUE Executive  041 / Accounta nt ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,542.11,606.9399999999999
219,4,"5  25497147  Finance  0,9438716 5  FALSE  TRUE Executive  017 / Accounta nt ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,468.55,533.23
219,5,"Finance  0,96003861  20393721  3  FALSE  TRUE Officer  (  8 Jr/Sr.) ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,421.75,459.66999999999996
219,6,"2  23734441  Finance  0,9522399 2  TRUE  TRUE Officer  (  562 Jr/Sr.) ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,374.93,412.84999999999997
219,7,"3  25497147  Finance  0,9517891 4  FALSE  TRUE Officer  (  475 Jr/Sr.) ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,328.13,366.04999999999995
219,8,"4  53640713  Finance  0,9508016 5  FALSE  TRUE Officer  (  156 Jr/Sr.) ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,281.33,319.25
219,9,"5  34816637  Finance  0,9463608 1  TRUE  TRUE Officer  (  681 Jr/Sr.) ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,234.5,272.45
219,10,"1  70541112  Financial  0,9417991 2  TRUE  TRUE Consolida 803 tion Consultan t ",BCDEEE+Calibri,11.039999999999992,119.06,485.35504000000003,160.94,225.62
219,11,"2  27330027  Financial  0,9386546 4  FALSE  FALSE Consolida 765 tion ",BCDEEE+Calibri,11.039999999999992,119.06,488.11504,114.14,152.06
219,12,204 ,BCDEEE+Calibri,9.959999999999994,304.27,321.76096,68.31,78.27
220,1,Consultan t ,BCDEEE+Calibri,11.039999999999964,225.17,270.05863999999997,729.7,754.18
220,2,"3  153632 Financial  0,9359328 3  TRUE  TRUE 77  Consolida 764 tion Consultan t ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,656.14,720.8199999999999
220,3,"Financial  0,93424424  19446337  1  TRUE  TRUE Consolida 62 tion Consultan t ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,582.4300000000001,647.26
220,4,"5  18365443  Financial  0,9331100 5  FALSE  TRUE Consolida 827 tion Consultan t ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,508.75,573.55
220,5,"1  18354623  Graphics  0,9568201 1  TRUE  FALSE Designer  853 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,475.39,499.86999999999995
220,6,"2  70750649  Graphics  0,9531553 4  TRUE  FALSE Designer  81 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,442.03000000000003,466.51
220,7,"3  22754014  Graphics  0,9445030 2  TRUE  FALSE Designer  836 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,408.65000000000003,433.15
220,8,"4  28679359  Graphics  0,9435436 5  TRUE  FALSE Designer  506 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,375.29,399.77
220,9,"5  14304010  Graphics  0,9426000 3  TRUE  FALSE Designer  143 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,341.93,366.40999999999997
220,10,"1  16877897  HR  0,9579303 1  TRUE  FALSE Specialist  028 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,308.57,333.04999999999995
220,11,"2  30862904  HR  0,9561192 2  TRUE  FALSE Specialist  703 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,275.21000000000004,299.69
220,12,"HR  0,95152693  26932091  5  FALSE  FALSE Specialist  99 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,241.94,266.45
220,13,"HR  0,94536644  22861181  3  FALSE  FALSE Specialist  87 ",BCDEEE+Calibri,11.039999999999992,119.06,488.11504,208.58,233.06
220,14,"HR  0,94444345  11289482  4  FALSE  FALSE Specialist  517 ",BCDEEE+Calibri,11.039999999999992,119.06,488.11504,175.22,199.7
220,15,"1  10840430  INFORMA 0,9484859 2  TRUE  FALSE TION  &  45 TECHNOL OGY STAFF ",BCDEEE+Calibri,11.039999999999992,119.06,488.11504,101.53999999999999,166.34
220,16,205 ,BCDEEE+Calibri,9.959999999999994,304.27,321.76096,68.31,78.27
221,1,"2  11676151  INFORMA 0,9474958 1  TRUE  TRUE TION  &  077 TECHNOL OGY STAFF ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,689.38,754.18
221,2,"INFORMA 0,94608833  26932091  5  FALSE  FALSE TION  &  964 TECHNOL OGY STAFF ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,615.82,680.62
221,3,"4  28672970  INFORMA 0,9457937 3  TRUE  FALSE TION  &  874 TECHNOL OGY STAFF ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,542.11,606.9399999999999
221,4,"5  17963031  INFORMA 0,9457588 4  FALSE  FALSE TION  &  681 TECHNOL OGY STAFF ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,468.55,533.23
221,5,"Junior  0,94024691  64589506  1  FALSE  FALSE Associate  427 Lawyer ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,421.75,459.66999999999996
221,6,"2  26932091  Junior  0,9400253 2  FALSE  FALSE Associate  197 Lawyer ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,374.93,412.84999999999997
221,7,"3  22861181  Junior  0,9393440 3  FALSE  FALSE Associate  608 Lawyer ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,328.13,366.04999999999995
221,8,"4  16877897  Junior  0,9382883 4  FALSE  FALSE Associate  659 Lawyer ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,281.33,319.25
221,9,"5  19557384  Junior  0,9380632 5  FALSE  FALSE Associate  209 Lawyer ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,234.5,272.45
221,10,"1  23719943  Junior  0,9404868 2  FALSE  FALSE Designer  792 for Apparel ",BCDEEE+Calibri,11.039999999999992,119.06,488.11504,174.26000000000002,225.62
221,11,"Junior  0,93945432  26932091  5  FALSE  FALSE Designer  595 for Apparel ",BCDEEE+Calibri,11.039999999999992,119.06,488.11504,114.14,165.5
221,12,206 ,BCDEEE+Calibri,9.959999999999994,304.27,321.76096,68.31,78.27
222,1,"3  23917826  Junior  0,9328362 4  FALSE  FALSE Designer  478 for Apparel ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,702.82,754.18
222,2,"4  15154822  Junior  0,9310774 1  TRUE  FALSE Designer  192 for Apparel ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,642.7,693.9399999999999
222,3,"5  70750649  Junior  0,9298330 3  FALSE  FALSE Designer  345 for Apparel ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,582.4300000000001,633.8199999999999
222,4,"1  13195436  Manager  0,9486718 1  TRUE  TRUE Aviation  093 Safety, Quality and Security ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,495.31,573.55
222,5,"2  11169163  Manager  0,9479157 3  TRUE  TRUE Aviation  24 Safety, Quality and Security ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,408.29,486.42999999999995
222,6,"3  12654876  Manager  0,9438178 4  FALSE  FALSE Aviation  526 Safety, Quality and Security ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,321.17,399.40999999999997
222,7,"4  35651876  Manager  0,9438160 5  FALSE  FALSE Aviation  536 Safety, Quality and Security ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,234.14000000000001,312.28999999999996
222,8,"5  17483843  Manager  0,9411606 2  TRUE  TRUE Aviation  041 Safety, Quality and Security ",BCDEEE+Calibri,11.039999999999992,119.06,485.35504000000003,147.02,225.26
222,9,"1  96260484  Medical  0,9365936 1  FALSE  TRUE Doctor  609 ",BCDEEE+Calibri,11.040000000000006,119.06,485.35504000000003,113.66,138.14000000000001
222,10,207 ,BCDEEE+Calibri,9.959999999999994,304.27,321.76096,68.31,78.27
223,1,"2  37402097  Medical  0,9359483 3  FALSE  TRUE Doctor  901 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,729.7,754.18
223,2,"3  25328428  Medical  0,9357925 5  FALSE  TRUE Doctor  524 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,696.34,720.8199999999999
223,3,"4  15499825  Medical  0,9343298 4  FALSE  TRUE Doctor  543 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,662.98,687.4599999999999
223,4,"5  14667957  Medical  0,9322447 2  FALSE  TRUE Doctor  061 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,629.62,654.1
223,5,"1  13087952  Productio 0,9391430 2  FALSE  TRUE n  121 Engineeri ng ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,569.47,620.74
223,6,"Productio 0,93585662  10504237  4  FALSE  TRUE n  737 Engineeri ng ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,509.23,560.5899999999999
223,7,"3  11890896  Productio 0,9355367 1  TRUE  FALSE n  658 Engineeri ng ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,448.99,500.34999999999997
223,8,"4  22861181  Productio 0,9352205 3  FALSE  TRUE n  072 Engineeri ng ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,388.73,440.10999999999996
223,9,"5  11522068  Productio 0,9340292 5  FALSE  TRUE n  108 Engineeri ng ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,328.61,379.84999999999997
223,10,"Public  0,94763161  28290448  1  TRUE  TRUE Relations  491 Officer ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,281.81,319.72999999999996
223,11,"2  70750649  Public  0,9467867 2  TRUE  FALSE Relations  469 Officer ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,234.98000000000002,272.92999999999995
223,12,"3  22861181  Public  0,9404439 4  FALSE  FALSE Relations  705 Officer ",BCDEEE+Calibri,11.039999999999992,119.06,488.11504,188.18,226.1
223,13,"4  13115648  Public  0,9393615 5  FALSE  FALSE Relations  415 Officer ",BCDEEE+Calibri,11.039999999999992,119.06,488.11504,141.38,179.3
223,14,"5  22732234  Public  0,9386659 3  TRUE  TRUE Relations  303 Officer ",BCDEEE+Calibri,11.040000000000006,119.06,485.35504000000003,94.58399999999999,132.5
223,15,208 ,BCDEEE+Calibri,9.959999999999994,304.27,321.76096,68.31,78.27
224,1,"1  26888302  Quality  0,9380053 2  FALSE  FALSE Control  431 Superviso r  -  Corn Commodi ty ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,676.0600000000001,754.18
224,2,"2  22861181  Quality  0,9358159 4  FALSE  TRUE Control  329 Superviso r  -  Corn Commodi ty ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,588.94,667.18
224,3,"3  20905088  Quality  0,9323824 1  FALSE  TRUE Control  831 Superviso r  -  Corn Commodi ty ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,501.79,580.03
224,4,"Quality  0,93208974  21629057  3  FALSE  FALSE Control  127 Superviso r  -  Corn Commodi ty ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,414.77,493.03
224,5,"5  26932091  Quality  0,9292874 5  FALSE  TRUE Control  126 Superviso r  -  Corn Commodi ty ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,327.65000000000003,405.89
224,6,"1  26932091  Regional  0,9526580 3  TRUE  TRUE Sales  458 Manager ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,280.97,318.77
224,7,"Regional  0,93800752  28867567  4  TRUE  TRUE Sales  485 Manager ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,234.14000000000001,272.09
224,8,"3  29306433  Regional  0,9375366 5  TRUE  FALSE Sales  445 Manager ",BCDEEE+Calibri,11.039999999999992,119.06,488.11504,187.34,225.26
224,9,"4  27715131  Regional  0,9370184 1  TRUE  TRUE Sales  881 Manager ",BCDEEE+Calibri,11.039999999999992,119.06,485.35504000000003,140.54000000000002,178.46
224,10,"5  28051330  Regional  0,9363337 2  TRUE  TRUE Sales  906 Manager ",BCDEEE+Calibri,11.040000000000006,119.06,485.35504000000003,93.744,131.66
224,11,209 ,BCDEEE+Calibri,9.959999999999994,304.27,321.76096,68.31,78.27
225,1,"1  22861181  Spare part  0,9482737 1  FALSE  FALSE Admin  396 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,729.7,754.18
225,2,"2  23917826  Spare part  0,9471226 3  FALSE  TRUE Admin  141 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,696.34,720.8199999999999
225,3,"3  26932091  Spare part  0,9467146 2  FALSE  FALSE Admin  582 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,662.98,687.4599999999999
225,4,"4  16378091  Spare part  0,9466934 4  FALSE  TRUE Admin  216 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,629.62,654.1
225,5,"5  10464113  Spare part  0,9449295 5  FALSE  TRUE Admin  182 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,596.26,620.74
225,6,"1  28772892  Teachers  0,9642666 5  TRUE  TRUE 724 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,562.87,587.35
225,7,"2  15850434  Teachers  0,9575843 2  TRUE  TRUE 692 ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,529.51,553.99
225,8,"3  58105060  Teachers  0,9521600 4  TRUE  FALSE 9 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,496.15000000000003,520.63
225,9,"4  37220856  Teachers  0,9496124 3  TRUE  FALSE 554 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,462.79,487.27
225,10,"0,94716075  48547319  Teachers  1  TRUE  FALSE 207 ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,429.55,454.03
225,11,"Unmanag 0,96215741  26932091  1  TRUE  TRUE ed  749 Merchant Engagem ent Senior Associate, BPO  Field Sales ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,315.53000000000003,420.65
225,12,"2  11289482  Unmanag 0,9439541 3  TRUE  TRUE ed  207 Merchant Engagem ent Senior Associate, BPO  Field Sales ",BCDEEE+Calibri,11.039999999999964,119.06,485.35504000000003,201.62,306.65
225,13,"3  30862904  Unmanag 0,9380125 4  FALSE  FALSE ed  051 Merchant Engagem ent Senior Associate, ",BCDEEE+Calibri,11.039999999999992,119.06,488.11504,114.5,192.74
225,14,210 ,BCDEEE+Calibri,9.959999999999994,304.27,321.76096,68.31,78.27
226,1,BPO  Field Sales ,BCDEEE+Calibri,11.039999999999964,225.17,273.48104,729.7,754.18
226,2,"4  13964744  Unmanag 0,9332395 2  FALSE  FALSE ed  557 Merchant Engagem ent Senior Associate, BPO  Field Sales ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,615.82,720.8199999999999
226,3,"5  24727739  Unmanag 0,9331051 5  FALSE  FALSE ed  675 Merchant Engagem ent Senior Associate, BPO  Field Sales ",BCDEEE+Calibri,11.039999999999964,119.06,488.11504,501.79,606.9399999999999
226,4, C.4 Dengan Bobot - TF-IDF dan Improved Sqrt-Cosine Similarity ,BCDOEE+Arial-BoldMT,14.039999999999964,113.42,480.15304000000003,451.6,466.2016
226,5,Rank  Resume ID  Position  Similarity  Rank  Relevance  Seniority Score  Expert ,BCDLEE+Calibri-BoldItalic,11.039999999999964,119.06,502.03504000000004,418.25,442.75
226,6,"1  Business  0,205913 2  TRUE  FALSE  38688388 Developme 2303 nt Executive ",BCDEEE+Calibri,11.039999999999964,119.06,506.23504,358.01,409.36999999999995
226,7,"2  Business  0,202912 1  TRUE  FALSE  31638814 Developme 8525 nt Executive ",BCDEEE+Calibri,11.039999999999964,119.06,506.23504,297.77,349.13
226,8,"3  Business  0,192598 3  TRUE  FALSE  47067533 Developme 8694 nt Executive ",BCDEEE+Calibri,11.039999999999964,119.06,506.23504,237.62,288.89
226,9,"4  Business  0,187834 5  FALSE  TRUE  26932091 Developme 9723 nt Executive ",BCDEEE+Calibri,11.039999999999992,119.06,506.23504,177.38,228.74
226,10,"5  Business  0,183779 4  TRUE  FALSE  17132168 Developme 5536 nt Executive ",BCDEEE+Calibri,11.039999999999992,119.06,506.23504,117.14,168.5
226,11,211 ,BCDEEE+Calibri,9.959999999999994,304.27,321.76096,68.31,78.27
227,1,"1  CLUB  0,204517 5  FALSE  FALSE  26932091 GENERAL  8615 MANAGER ",BCDEEE+Calibri,11.039999999999964,119.06,506.23504,716.26,754.18
227,2,"2  CLUB  0,191228 1  TRUE  TRUE  17818707 GENERAL  4503 MANAGER ",BCDEEE+Calibri,11.039999999999964,119.06,506.23504,669.46,707.38
227,3,"3  CLUB  0,185466 3  TRUE  TRUE  18171955 GENERAL  2893 MANAGER ",BCDEEE+Calibri,11.039999999999964,119.06,506.23504,622.78,660.5799999999999
227,4,"4  CLUB  0,181416 4  FALSE  FALSE  15535920 GENERAL  6723 MANAGER ",BCDEEE+Calibri,11.039999999999964,119.06,506.23504,575.95,613.9
